612717548149305344	Sun Jun 21 20:23:41 +0000 2015	1	0	@amazon scam? http://t.co/1D54Bc8bVB			1532481511	46	308	103	
612718503733391360	Sun Jun 21 20:27:29 +0000 2015	0	0	@amazon - everyone should model their support teams like yours. You guys rock - under 5 mins from start to finish :)			22451977	669	155	810	Palo Alto, CA
612718817039380480	Sun Jun 21 20:28:44 +0000 2015	0	0	@amazon I have been trying to get help with two orders that i haven't received. Anybody there that can help me...thanks			2519719438	6	9	7	
612718937462050816	Sun Jun 21 20:29:13 +0000 2015	0	0	@amazon 's next 'as a service', 'Pay on use' model. Will they also apply to the readers side? https://t.co/tAG1VtODyA			22353353	966	1945	7054	Montreal Canada
612721601881206784	Sun Jun 21 20:39:48 +0000 2015	0	0	@Amazon is doing such a great thing with Amazon Smile I loved Amazon before but this is one more reason to shop Amazon			2921826213	209	106	2798	Working Making Trillions
612721669275295744	Sun Jun 21 20:40:04 +0000 2015	0	0	@amazon Your delicious #wine deserves Luxury Crystal Glasses http://t.co/xOwILHB9Ru http://t.co/FHWmORgHfG			2875478206	813	1988	54194	Denver, Colorado
612724612120457216	Sun Jun 21 20:51:46 +0000 2015	0	0	@amazon wants me to fax my address, passport &amp; utility bills to a secure fax number to confirm my account?? #JustNo			440593061	335	360	11210	Canada
612731865754112000	Sun Jun 21 21:20:35 +0000 2015	0	0	@amazon Is the US version of the Batman Arkham Knight Limited Edition delayed as well? All I see is for UK and other territories			331142395	83	578	6856	Irwin, PA
612733679559950337	Sun Jun 21 21:27:47 +0000 2015	0	0	@amazon @AmazonHelp this can't be right??? $50 shipping for a mug? For 2 day shipping? Expedited is $6???? http://t.co/Pj5V8QREkv			73960195	372	570	18744	Hoenn, Probably
612736773840502785	Sun Jun 21 21:40:05 +0000 2015	0	0	@amazon is going #green. Check out their new 80 MW solar farm in #Virginia. http://t.co/cfCg2wpSCk			21047855	9067	1088	1276	Planet Earth
612738719938936836	Sun Jun 21 21:47:49 +0000 2015	0	0	@amazon every time I move touch my screen, done the update but this is making me lose my mind... http://t.co/kRdLbRsXqn			470978515	48	296	494	South East, England
612742869133082624	Sun Jun 21 22:04:18 +0000 2015	0	0	@amazon Sara and I like Bob the best. #MinionsBoxes http://t.co/EUOBbb8sN0		Georgia, US	582276272	62	152	239	
612742923080343552	Sun Jun 21 22:04:31 +0000 2015	0	0	@amazon thank you for quick and excellent customer service!! Didn't expect the the resolve to be as quick as it was.			28271437	524	1017	17037	
612746483608240128	Sun Jun 21 22:18:40 +0000 2015	1	0	@amazon I signed up for Amazon student SOLELY FOR 2 day free shipping and yet my packages were delayed. FIX IT.			322291329	510	374	20422	ॐ
612746974450728960	Sun Jun 21 22:20:37 +0000 2015	0	0	@amazon #originalseries #justaddmagic where is the rest.... It's been a while since your pilot episode😁😁			35927691	2925	947	5947	United States
612747377783377920	Sun Jun 21 22:22:13 +0000 2015	0	0	@amazon please remove all #ConfederateFlag from your site.			9129192	261	204	7045	Poway, CA
612747597736976384	Sun Jun 21 22:23:06 +0000 2015	0	0	@amazon I'm actually very upset because I needed my GRE books by tomorrow and now I won't have them because y'all effed up.			322291329	510	374	20422	ॐ
612751867911651328	Sun Jun 21 22:40:04 +0000 2015	0	0	@amazon we got Kevin today. #minonsboxes http://t.co/ZfC19ymwIz			75031188	65	263	1195	SoCal
612755367563534336	Sun Jun 21 22:53:58 +0000 2015	0	0	@amazon try google good reads	601171082817581057		2504294094	72	391	4419	nowhere
612758759325216768	Sun Jun 21 23:07:27 +0000 2015	0	0	@amazon have now refunded the delivery charges - let's see if my item actually shows up now!			83247051	584	1750	4862	St. Albans
612763787330846720	Sun Jun 21 23:27:26 +0000 2015	0	0	.@amazon that's one slick deep sea diving helmet!	606282334812426241		16954808	1892	911	91046	Troy, NY 
612767236055416832	Sun Jun 21 23:41:08 +0000 2015	0	0	@amazon @AmazonHelp When are we going to crush #AppleINC allowing #AmazonPrime members to family share music, playlists &amp; videos?			67069157	269	764	1756	Seattle, WA
612767353600933888	Sun Jun 21 23:41:36 +0000 2015	0	0	@amazon just bought book &amp; rented movie &amp; no-rush shipping promotional credit didn't get applied 2 either. Wtf is eligible if not old movie?			505038073	37	712	498	Philadelphia
612770481691738112	Sun Jun 21 23:54:02 +0000 2015	0	0	@amazon Please bring back the tracking number in the shipment email. Just idiotic to not include it.			20883974	51	58	1268	Palo Alto
612771783029043200	Sun Jun 21 23:59:12 +0000 2015	0	0	@amazon is there a way to see my balance for all those #norush shipping freebies I've been collecting?			14229651	2582	881	39417	Seattle, Washington, 98121
612772948898906112	Mon Jun 22 00:03:50 +0000 2015	1	1	@Amazon looks to improve customer-reviews system with #machinelearning http://t.co/gOYqUNFy1L			28028273	758	1503	17172	Memphis, TN
612773986204823553	Mon Jun 22 00:07:57 +0000 2015	0	0	@amazon you are stealing money from me! $21 to CANCEL my amazonprime membership is utter bullshit. :( #boycottamazon			14446137	1203	1888	11520	Planet Earth
612774487575007232	Mon Jun 22 00:09:57 +0000 2015	0	0	@Amazon Appstore for #Android: Job Search by http://t.co/Y47IipPSn8 (4.2 out of 5 stars) http://t.co/4Oq96DDSHO #FREEapp			482581321	3961	3746	417473	United States
612778342194941952	Mon Jun 22 00:25:16 +0000 2015	0	1	@Amazon looks to improve customer-reviews system with #machinelearning http://t.co/05rcgMD9PZ			3099404849	840	33	6176	Silicon Valley
612779129201528832	Mon Jun 22 00:28:23 +0000 2015	0	0	@amazon I am not a fan of the horrible customer service I have been getting lately. I am getting sick of it. Amazon is going down hill fast			505430786	7	8	47	
612780448607895552	Mon Jun 22 00:33:38 +0000 2015	0	0	@amazon This is the greatest Amazon box I will ever get!! #MinionsBoxes http://t.co/RbrTZ2v7oC			358359665	34	62	1589	
612781290555715584	Mon Jun 22 00:36:59 +0000 2015	1	0	@amazon is the best! Got 2 different orders in the same box! #Aplus			2336070619	435	841	5217	Katy, TX ➡️ Stillwater, OK
612782040660873216	Mon Jun 22 00:39:58 +0000 2015	0	0	"@amazon don't use USPS to deliver stuff they suck! ""attempted"" delv. @ 7am which is BS bc i was home &amp; now I have 2 go pick it up"			371993851	17	192	99	
612786555858624512	Mon Jun 22 00:57:54 +0000 2015	0	0	@amazon I for one love the bizarre items featured here - and this is a very stylish helmet	606282334812426241		1337194592	183	148	4634	Mechanical Island
612787089445294081	Mon Jun 22 01:00:01 +0000 2015	1	1	@Amazon is offering Magelica, the first book in the Magelica’s Voyage for #free. http://t.co/D6GNShCj2h http://t.co/GZ0jK5QXAP			872454133	1823	1650	4220	
612790464954044416	Mon Jun 22 01:13:26 +0000 2015	0	0	@amazon how come when I pre order a game with one click it isn't same day delivery?			176932622	3016	458	11810	Canada
612796633600946176	Mon Jun 22 01:37:57 +0000 2015	0	0	@amazon How do I speak to someone about a return?			235790322	52	161	21	
612797568414691330	Mon Jun 22 01:41:40 +0000 2015	0	0	@amazon is dangerous.... My wish list is full and waiting for payday...			235410010	275	227	5173	
612800811085643780	Mon Jun 22 01:54:33 +0000 2015	0	0	@amazon why must you be so ADDICTING!!			467888003	544	31	11901	Lancaster, PA
612803990628085761	Mon Jun 22 02:07:11 +0000 2015	0	0	@amazon plz get your shit together. Please get the correct opening for Batman the Animated Series. It is not the New Adventures of Batman...			16395767	59	142	3851	My House
612804142134747136	Mon Jun 22 02:07:47 +0000 2015	0	0	@amazon that opening is very annoying and ruining my nostalgia			16395767	59	142	3851	My House
612807927007567872	Mon Jun 22 02:22:49 +0000 2015	2	3	@amazon We will boycott your business until you tell @nikkihaley and @LindseyGrahamSC to #TakeDownTheFlag http://t.co/5xSNtLyFKM	612666324062306304		484158129	2329	2455	10123	FB PAGE: The Mean Progressive
612807952316018688	Mon Jun 22 02:22:55 +0000 2015	2	3	@amazon We will boycott your business until you tell @nikkihaley and @LindseyGrahamSC to #TakeDownTheFlag http://t.co/5xSNtLyFKM	612651239336087552		484158129	2329	2455	10123	FB PAGE: The Mean Progressive
612807975565004800	Mon Jun 22 02:23:01 +0000 2015	2	3	@amazon We will boycott your business until you tell @nikkihaley and @LindseyGrahamSC to #TakeDownTheFlag http://t.co/5xSNtLyFKM	612394528436195328		484158129	2329	2455	10123	FB PAGE: The Mean Progressive
612808118137831424	Mon Jun 22 02:23:35 +0000 2015	2	4	@amazon @Movember We will boycott your business until you tell @nikkihaley and @LindseyGrahamSC to #TakeDownTheFlag http://t.co/5xSNtLyFKM	612394528436195328		484158129	2329	2455	10123	FB PAGE: The Mean Progressive
612808156595380225	Mon Jun 22 02:23:44 +0000 2015	2	4	@amazon We will boycott your business until you tell @nikkihaley and @LindseyGrahamSC to #TakeDownTheFlag http://t.co/5xSNtLyFKM	612356775354875904		484158129	2329	2455	10123	FB PAGE: The Mean Progressive
612808186647568385	Mon Jun 22 02:23:51 +0000 2015	2	3	@amazon We will boycott your business until you tell @nikkihaley and @LindseyGrahamSC to #TakeDownTheFlag http://t.co/5xSNtLyFKM	612296368472788993		484158129	2329	2455	10123	FB PAGE: The Mean Progressive
612808259582365696	Mon Jun 22 02:24:09 +0000 2015	2	3	@amazon @Movember We will boycott your business until you tell @nikkihaley and @LindseyGrahamSC to #TakeDownTheFlag http://t.co/5xSNtLyFKM	612243534263947268		484158129	2329	2455	10123	FB PAGE: The Mean Progressive
612808314116685824	Mon Jun 22 02:24:22 +0000 2015	2	3	@amazon We will boycott your business until you tell @nikkihaley and @LindseyGrahamSC to #TakeDownTheFlag http://t.co/5xSNtLyFKM	612035545464582145		484158129	2329	2455	10123	FB PAGE: The Mean Progressive
612815332667822080	Mon Jun 22 02:52:15 +0000 2015	1	0	@amazon Soon hottest funniest most exciting Reality Show ever Coming http://t.co/keY1BiplfB #vegas #music http://t.co/J24GKMVxaM		Las Vegas, US	1097348222	9143	9398	83012	LAS VEGAS
612816075449745408	Mon Jun 22 02:55:12 +0000 2015	0	0	@amazon please enable two step auth on purchases. Pleeeeeeeeeeease.			4979801	156	109	19229	Manlius, NY
612817277713432577	Mon Jun 22 02:59:59 +0000 2015	0	0	@amazon Hey guys, Help needed. Need to Ship Something to India, Not available in the Indian Store. Any Chances?			177208603	38	56	404	Hustling From South to North. 
612819347476578304	Mon Jun 22 03:08:12 +0000 2015	2	1	@Amazon eventually realized they own the biggest billboard in the world. http://t.co/rkrrIZBAEs			14498432	545	160	1998	Portland OR
612822005117812736	Mon Jun 22 03:18:46 +0000 2015	0	0	@amazon Awesome downloads; cool ratings; busy tweeters and fans on fb - http://t.co/uerFVbStVT. Keep it up!! http://t.co/jKMCSlX9eS			3295480907	100	89	370	New York, USA
612822060973359104	Mon Jun 22 03:18:59 +0000 2015	0	0	@amazon oops one of the seams let go on our air mattress http://t.co/hM00XwytsU			274258657	503	932	4944	Stoneham, MA USA
612824068681674752	Mon Jun 22 03:26:58 +0000 2015	0	0	"@amazon Do you deliver ""chips"" to the middle east ""Saudi Arabia""?"			2995745132	4	30	24	
612828346766897152	Mon Jun 22 03:43:58 +0000 2015	1	0	@amazon brilliant customer service. Requested to receive a product before scheduled time and they co-operated exceptionally! Keep it up!!!			24576477	187	278	283	Bangalore, India
612836331379490817	Mon Jun 22 04:15:42 +0000 2015	0	0	@amazon Will Amazon be selling the Microsoft Lumia 640 for T-Mobile?			28138632	4	17	321	
612836345690615808	Mon Jun 22 04:15:45 +0000 2015	0	0	@amazon having the biggest issues get a replacement of a defective item. Not happy at all 😞			2872171357	53	86	881	
612837102754131968	Mon Jun 22 04:18:45 +0000 2015	0	0	@amazon and @eBay should let you #rent stuff #Amazon #eBay		Fernway, US	1514759905	84	77	4797	Slippery Rock PA
612838604440625152	Mon Jun 22 04:24:43 +0000 2015	0	0	@amazon wouldn't making the instant video app available on the play store be so much easier for consumers #notthathard			633015862	160	293	3516	Edinburg, Tx
612840573456625664	Mon Jun 22 04:32:33 +0000 2015	0	0	@amazon great that u have Pulp Fiction and Jackie Brown .any chance getting True Romance in the near future??			1979508224	320	332	18272	colorado
612844117853278208	Mon Jun 22 04:46:38 +0000 2015	0	0	"@amazon where do I get Sharon's cardigan sweater from ""Complicated?"""			30939719	596	442	4892	Austin, TX
612845441923678208	Mon Jun 22 04:51:54 +0000 2015	1	0	@amazon Sunday delivery. Well, that didn't work. Better talk to @USPS they ALWAYS suck delivering packages in my neighborhood in Los Angeles			119803329	207	713	1855	Hollywood, CA
612846123187892224	Mon Jun 22 04:54:36 +0000 2015	0	2	"@Amazon Pls label ALL products from China so I can avoid buying from a country that tortures &amp; eats dogs at a ""festival."" Sick #yulin2015"			242057707	3609	3812	19191	Planet #vegan
612848025002598400	Mon Jun 22 05:02:09 +0000 2015	0	0	@Amazon @AmazonKindle unlimited members read Orion Connection for FREE Review, recommend, retweet #IARTG #BookBoost http://t.co/EHPpMCL6CB			1656038166	28162	24085	1755	Hawaii, New York - Cornell
612855846247116800	Mon Jun 22 05:33:14 +0000 2015	0	0	@amazon Senior Research Scientist: judgment to build decision-supporting and operational tools to ... http://t.co/BVRLITrC4y #LOACareers			2538342127	53	24	14070	www.JointLogisticsDaily.com
612863998166331393	Mon Jun 22 06:05:38 +0000 2015	0	0	@amazon don't Shopping at amazon			460762553	45	222	93	
612866724711391232	Mon Jun 22 06:16:28 +0000 2015	0	0	@amazon Senior Accountant - Global Financial Accounting &amp;...: pricing activities and also supports... http://t.co/aYafvMfOQG #LOACareers			2538342127	53	24	14070	www.JointLogisticsDaily.com
612868563993387008	Mon Jun 22 06:23:46 +0000 2015	0	0	@Amazon Appstore for #Android: Job Search by http://t.co/Y47IipPSn8 (4.2 out of 5 stars) http://t.co/zsBO48feDC #FREEapp			482581321	3961	3746	417473	United States
612870095161851904	Mon Jun 22 06:29:51 +0000 2015	0	0	@amazon 6/21/2015. 10:05pm. Moon-Jupiter-Venus in washington state night sky. http://t.co/Okd3Ap5HRz	600496141981978626	Silverdale, US	2555956988	603	2001	1005	Seattle
612875717668241408	Mon Jun 22 06:52:12 +0000 2015	0	0	@amazon the last couple days I have had some of the worst customer service eve			3022831044	414	660	7832	ponyville equestria
612878383765061632	Mon Jun 22 07:02:48 +0000 2015	0	0	@Amazon patents @Google #Glass clone that may give warehouse workers #cyborg #vision | http://t.co/oLJ8Rd5kZr			3237544117	8	27	52	Canberra
612879364909322240	Mon Jun 22 07:06:41 +0000 2015	0	0	@amazon is thereanyway that I can contact to someone to discuss how you can purchase 99 dollars from my creditcard without confirmation.			1490230386	23	108	41	
612879696242434048	Mon Jun 22 07:08:00 +0000 2015	0	0	@amazon in amazon i order Puja Coral Mini Trunkson17/06/2015 still iwasnot delivered any thing. pls get back amt i orderflipkart now			460762553	45	222	93	
612888959161532416	Mon Jun 22 07:44:49 +0000 2015	0	0	@amazon Director, Grocery Shopping Experience and Merchant...: integrations with Amazon’s core e-c... http://t.co/sorLCDBI9a #LOACareers			2538342127	53	24	14070	www.JointLogisticsDaily.com
612891208868716544	Mon Jun 22 07:53:45 +0000 2015	0	0	@amazon The Wolf Among Us - Xbox 360 is now on sale for $19.22 at Amazon. Product page: http://t.co/DeOLKjobBb			67399571	2663	8	435342	Oakland, CA
612894519495905280	Mon Jun 22 08:06:55 +0000 2015	0	0	@amazon are seeking approval for their drones to deliver packages in the US! http://t.co/YQe5FmBbjG #ecommerce			41608269	515	498	2100	Berkshire UK
612895690604322816	Mon Jun 22 08:11:34 +0000 2015	0	0	@Amazon #1 Book in War and Peace category is The Conscious Activist. Read it now! - http://t.co/yqHfLI4SH1			28685355	8202	8824	181058	California
612896998270701568	Mon Jun 22 08:16:46 +0000 2015	0	0	@amazon @amazonIN The Amazon (Read: Amazing) Shopping Experience http://t.co/uHUXYAgDjl			2234791934	53	80	1651	Manipal
612897025466724354	Mon Jun 22 08:16:52 +0000 2015	1	0	@amazon idea. Consider selling Kindle using improving reading rate . It changed my reading life exponentially. Night &amp; day. Thank you			21443431	28	167	377	Lancaster, Pa.
612905032749551616	Mon Jun 22 08:48:41 +0000 2015	0	0	@amazon to open fulfilment centre in Texas continuing $400m state investment:- http://t.co/NzAV3kijzZ RT. http://t.co/RXDzqNhdNC			60939437	16652	1064	5259	Global
612911821025058816	Mon Jun 22 09:15:40 +0000 2015	1	0	@Amazon is introducing a new system that will pay #authors based on the number of #pages people read from their books			15205352	6691	666	7079	London, England
612913077722443776	Mon Jun 22 09:20:39 +0000 2015	0	0	@amazon are going to start paying writers based on pages read: http://t.co/Fc4Kl122jG			187237190	500	1349	4535	Ireland
612914467437875200	Mon Jun 22 09:26:11 +0000 2015	0	0	@Amazon keeps sending me emails of different Cuisinart food processors. I never asked for this.		Oatfield, US	67776005	80	185	2011	Oregon
612914883097571328	Mon Jun 22 09:27:50 +0000 2015	0	0	@amazon #Fail, Just received: We have closed your Amazon account. You ignored all my requests. I dont trust my data with u thieves.			37327216	380	628	1156	Cairo
612920477003161600	Mon Jun 22 09:50:03 +0000 2015	0	0	@amazon to start paying authors based on page views... http://t.co/S7T48sDy6y #tech #writer #books #business			367017256	10726	196	688	Amsterdam 
612922056087326720	Mon Jun 22 09:56:20 +0000 2015	0	0	@amazon hi there how do I send a gift certificate through amazon.........?@marklsavin			1934729142	39	156	433	Reading,Berkshire
612932614144417792	Mon Jun 22 10:38:17 +0000 2015	0	0	@amazon Such great service yougaiiz!! Returned a product on Saturday and money in my account today :)			429733609	250	653	3607	Bangalore, India
612938371896217600	Mon Jun 22 11:01:10 +0000 2015	0	0	@amazon would like to pay authors per read pages. Can I pay my toilet paper per page used too? #stupid			13208432	2244	573	39484	Bangkok
612939484435353600	Mon Jun 22 11:05:35 +0000 2015	1	0	@Amazon to begin using #machinelearning to improve customer review system (Sourced by Signal) http://t.co/3d8StPtmun			2155233830	505	966	923	London, UK
612942934607065088	Mon Jun 22 11:19:18 +0000 2015	0	0	@amazon starts paying authors by # of pages read, not # of books sold — Ayn Rand would be pleased http://t.co/VLaFuiG27I			435284064	1548	198	3319	New York, New York
612943810973184000	Mon Jun 22 11:22:47 +0000 2015	0	0	@amazon Check your distributer. Replacement Despicable Me 2 case broken worse than first one, and in the same place. http://t.co/pDxTU4QjsB			14622880	297	282	7059	Austin, TX, USA
612944499854192640	Mon Jun 22 11:25:31 +0000 2015	0	0	@amazon please give me a date for europe ? when we can buy the PS4 Ultimate Player Edition 1 To ?			1700333180	82	120	1534	twittos par @octopaddaone
612945229474172929	Mon Jun 22 11:28:25 +0000 2015	0	0	@amazon should stop referring to model kits as toys, as nearly every kit gets a bad review from a clueless parent, which drags down ratings.			2455700628	69	307	2385	midwest
612948679079673856	Mon Jun 22 11:42:07 +0000 2015	0	0	@amazon I will not accept a 20% refund because I cannot wear 20% of a dress that does not fit. I need a 100% refund. http://t.co/OitJw8zSb1			131354423	215	223	2269	tuscaloosa, Al
612949585166770176	Mon Jun 22 11:45:43 +0000 2015	0	0	"@amazon plan means Proust, Fitzgerald work under the same model as ""writers"" at @Gawker, @BuzzFeed #clickclickclick http://t.co/VLaFuiG27I"			435284064	1548	198	3319	New York, New York
612950373712699392	Mon Jun 22 11:48:51 +0000 2015	0	0	@amazon needs to make this right. I bought a product, it doesn't fit, I want to return it. Plz return my $ and send me a return label.			131354423	215	223	2269	tuscaloosa, Al
612951259780354048	Mon Jun 22 11:52:23 +0000 2015	0	0	@amazon @HeforShe Why am I not able to order #HeForShe pins to Sweden. You'd sell tons of them all over the world if you let us buy them.			1707885168	85	303	621	
612952102701264896	Mon Jun 22 11:55:44 +0000 2015	0	0	@Amazon to pay publishers when you read a page. Publishers know 90% of pages in their books never even opened :-( http://t.co/fv2sm89DnM			371379500	595	677	1233	Edinburgh
